HOG	OG	Gene_Tree	carinata.protein	galeata.protein	magna.protein	pulex.euro.protein	pulex.nam.protein	pulicaria.protein	sinensis.protein
N0.HOG0013417	OG0011972	n0	XP_057377205.1	CAH0107316.1	XP_032788859.2				KAI9561644.1
N0.HOG0013418	OG0011973	n0	XP_057377351.1				XP_046441827.1	XP_046637683.1	KAI9561542.1
N0.HOG0013419	OG0011974	n0	XP_057377440.1		XP_032792990.2		XP_046445231.1	XP_046632970.1	
N0.HOG0013420	OG0011975	n0	XP_057377518.1, XP_057377516.1, XP_057377515.1, XP_057377517.1						
N0.HOG0013421	OG0011976	n0	XP_057377618.1	CAH0109743.1	XP_032791347.1				KAI9552517.1
N0.HOG0013422	OG0011977	n0	XP_057377638.1	CAH0104208.1	XP_045026608.1				KAI9555399.1
N0.HOG0013423	OG0011978	n0	XP_057377737.1		XP_032780514.2		XP_046436760.1	XP_046630591.1	
N0.HOG0013424	OG0011979	n0	XP_057377805.1		XP_032793323.1			XP_046656926.1	KAI9559893.1
N0.HOG0013425	OG0011980	n0	XP_057378194.1, XP_057378193.1		XP_032796315.2				KAI9553450.1
N0.HOG0013426	OG0011981	n0	XP_057378380.1		XP_032795290.2				KAI9553316.1, KAI9553305.1
N0.HOG0013427	OG0011982	n0	XP_057378551.1		XP_032796097.1		XP_046455364.1		KAI9553506.1
N0.HOG0013428	OG0011983	n0	XP_057378607.1	CAH0104407.1		Daphnia04267-RA			KAI9551159.1
N0.HOG0013429	OG0011984	n0	XP_057378632.1		XP_032790727.2, XP_032789554.2				KAI9563833.1
N0.HOG0013430	OG0011985	n0	XP_057378731.1		XP_032790767.2, XP_045032505.1				KAI9563775.1
N0.HOG0013431	OG0011986	n0	XP_057378751.1		XP_032790709.2, XP_032790707.2				KAI9563753.1
N0.HOG0013432	OG0011987	n0	XP_057378790.1, XP_057378777.1, XP_057378810.1, XP_057378809.1						
N0.HOG0013433	OG0011988	n0	XP_057378815.1		XP_045023487.1, XP_045033272.1				KAI9563739.1
N0.HOG0013434	OG0011989	n0	XP_057378818.1		XP_032789506.2		XP_046450381.1		KAI9563814.1
N0.HOG0013435	OG0011990	n0	XP_057378870.1	CAH0107945.1	XP_032780123.2				KAI9552346.1
N0.HOG0013436	OG0011991	n0	XP_057379547.1, XP_057378958.1, XP_057380301.1, XP_057379546.1						
N0.HOG0013437	OG0011992	n0	XP_057379002.1	CAH0101466.1	XP_032792070.2				KAI9551562.1
N0.HOG0013438	OG0011993	n0	XP_057379129.1	CAH0112482.1				XP_046631959.1	KAI9551640.1
N0.HOG0013439	OG0011994	n0	XP_057379245.1		XP_045034297.1			XP_046631207.1	KAI9551445.1
N0.HOG0013440	OG0011995	n0	XP_057379249.1, XP_057379254.1	CAH0108234.1					KAI9551430.1
N0.HOG0013441	OG0011996	n0	XP_057379282.1	CAH0106687.1	XP_032791892.1				KAI9551440.1
N0.HOG0013442	OG0011997	n0	XP_057379310.1	CAH0106626.1			XP_046445454.1	XP_046658157.1	
N0.HOG0013443	OG0011998	n0	XP_057379314.1	CAH0109864.1				XP_046631723.1	KAI9551476.1
N0.HOG0013444	OG0011999	n0	XP_057379424.1				XP_046445400.1, XP_046445490.1	XP_046632175.1	
N0.HOG0013445	OG0012000	n0	XP_057379489.1	CAH0111324.1	XP_032792000.2				KAI9551505.1
N0.HOG0013446	OG0012001	n0	XP_057379567.1, XP_057379568.1		XP_032794685.2	Daphnia05495-RA			
N0.HOG0013447	OG0012002	n0	XP_057379679.1	CAH0105651.1				XP_046634273.1	KAI9552468.1
N0.HOG0013448	OG0012003	n0	XP_057379766.1		XP_032781956.2, XP_032781952.2				KAI9558057.1
N0.HOG0013449	OG0012004	n0	XP_057379805.1	CAH0104962.1		Daphnia01287-RA			KAI9558145.1
N0.HOG0013450	OG0012005	n0	XP_057379880.1, XP_057379879.1		XP_032781984.2				KAI9558033.1
N0.HOG0013451	OG0012006	n0	XP_057380108.1		XP_032781994.2				KAI9558045.1, KAI9558046.1
N0.HOG0013452	OG0012007	n0	XP_057380124.1		XP_032777344.2, XP_045036501.1, XP_045025211.1				
N0.HOG0013453	OG0012008	n0	XP_057380186.1		XP_032782424.2, XP_045027171.1				KAI9557901.1
N0.HOG0013454	OG0012009	n0	XP_057380199.1	CAH0110980.1	XP_032782441.2				KAI9557915.1
N0.HOG0013455	OG0012010	n0	XP_057380384.1				XP_046451568.1	XP_046640391.1	KAI9554790.1
N0.HOG0013456	OG0012011	n0	XP_057380408.1, XP_057380409.1		XP_045029714.1				KAI9554680.1
N0.HOG0013457	OG0012012	n0	XP_057380531.1		XP_045030242.1				KAI9554694.1, KAI9554696.1
N0.HOG0013458	OG0012013	n0	XP_057380603.1, XP_057380556.1, XP_057380584.1, XP_057380555.1						
N0.HOG0013459	OG0012014	n0	XP_057380560.1, XP_057380561.1, XP_057380562.1, XP_057380586.1						
N0.HOG0013460	OG0012015	n0	XP_057380590.1, XP_057380589.1	CAH0112514.1		Daphnia01892-RA			
N0.HOG0013461	OG0012016	n0	XP_057380688.1	CAH0102920.1	XP_032785595.2				KAI9554778.1
N0.HOG0013462	OG0012017	n0	XP_057380744.1				XP_046451225.1	XP_046653728.1	KAI9554711.1
N0.HOG0013463	OG0012018	n0	XP_057380814.1		XP_032792303.2	Daphnia08231-RA			KAI9551911.1
N0.HOG0013464	OG0012019	n0	XP_057380850.1		XP_032792283.2, XP_045034519.1				KAI9552496.1
N0.HOG0013465	OG0012020	n0	XP_057381109.1		XP_045023040.1, XP_032795064.2				KAI9552961.1
N0.HOG0013466	OG0012021	n0	XP_057381194.1, XP_057381193.1		XP_032798157.2				KAI9552862.1
N0.HOG0013467	OG0012022	n0	XP_057381316.1	CAH0112920.1		Daphnia03533-RA			KAI9555181.1
N0.HOG0013468	OG0012023	n0	XP_057381437.1		XP_032795826.2	Daphnia07332-RA			KAI9552786.1
N0.HOG0013469	OG0012024	n0	XP_057381633.1		XP_032796692.2		XP_046455068.1		KAI9553045.1
N0.HOG0013470	OG0012025	n0	XP_057381723.1		XP_045035966.1			XP_046656729.1	KAI9553163.1
N0.HOG0013471	OG0012026	n0	XP_057381747.1		XP_045036356.1, XP_032795673.2				KAI9552881.1
N0.HOG0013472	OG0012027	n0	XP_057381843.1		XP_032778047.2				KAI9562120.1, KAI9562098.1
N0.HOG0013473	OG0012028	n0	YP_009175359.1		YP_009133121.1		NP_008628.1		KAI9549970.1
N0.HOG0013474	OG0012029	n0	YP_009175360.1		YP_009133122.1		NP_008629.1		KAI9549969.1
N0.HOG0013475	OG0012030	n0	YP_009175363.1	CAH0104918.1	YP_009133125.1		NP_008632.1		
N0.HOG0013476	OG0012031	n0		CAH0097955.1		Daphnia03892-RA	XP_046437316.1	XP_046651945.1	
N0.HOG0013477	OG0012032	n0		CAH0097980.1		Daphnia10525-RA	XP_046441685.1	XP_046642127.1	
N0.HOG0013478	OG0012033	n0		CAH0098071.1		Daphnia10787-RA, Daphnia11009-RA			KAI9562138.1
N0.HOG0013479	OG0012034	n0		CAH0103389.1, CAH0098097.1		Daphnia07952-RA	XP_046443727.1		
N0.HOG0013480	OG0012035	n0		CAH0098155.1	XP_045034272.1	Daphnia10346-RA			KAI9561999.1
N0.HOG0013481	OG0012036	n0		CAH0098159.1		Daphnia10304-RA	XP_046441593.1	XP_046647894.1	
N0.HOG0013482	OG0012037	n0		CAH0098295.1		Daphnia03870-RA	XP_046456989.1	XP_046652048.1	
N0.HOG0013483	OG0012038	n0		CAH0098342.1		Daphnia09727-RA	XP_046464150.1	XP_046640181.1	
N0.HOG0013484	OG0012039	n0		CAH0098353.1		Daphnia12177-RA	XP_046447322.1	XP_046636178.1	
N0.HOG0013485	OG0012040	n0		CAH0098358.1, CAH0113266.1, CAH0098360.1, CAH0098359.1					
N0.HOG0013486	OG0012041	n0		CAH0098384.1	XP_032779005.1	Daphnia12205-RA			KAI9565921.1
N0.HOG0013487	OG0012042	n0		CAH0098427.1			XP_046461985.1	XP_046639561.1, XP_046653007.1	
N0.HOG0013488	OG0012043	n0		CAH0098465.1		Daphnia13082-RA	XP_046462043.1	XP_046653068.1	
N0.HOG0013489	OG0012044	n0		CAH0098550.1	XP_032795216.2	Daphnia07265-RA			KAI9553227.1
N0.HOG0013490	OG0012045	n0		CAH0098629.1	XP_045024312.1	Daphnia10264-RA			KAI9561859.1
N0.HOG0013491	OG0012046	n0		CAH0098733.1		Daphnia13729-RA, Daphnia13676-RA		XP_046634411.1	
N0.HOG0013492	OG0012047	n0		CAH0098734.1		Daphnia13677-RA, Daphnia13728-RA		XP_046634432.1	
N0.HOG0013493	OG0012048	n0		CAH0098741.1, CAH0107568.1, CAH0098749.1, CAH0098740.1					
N0.HOG0013494	OG0012049	n0		CAH0098743.1	XP_045031393.1	Daphnia13170-RA			KAI9561309.1
N0.HOG0013495	OG0012050	n0		CAH0098760.1		Daphnia13690-RA	XP_046460404.1	XP_046634000.1	
N0.HOG0013496	OG0012051	n0		CAH0098766.1		Daphnia13684-RA	XP_046460410.1	XP_046634184.1	
N0.HOG0013497	OG0012052	n0		CAH0112304.1, CAH0098791.1, CAH0098875.1, CAH0101689.1					
N0.HOG0013498	OG0012053	n0		CAH0098811.1		Daphnia03030-RA	XP_046458702.1	XP_046650759.1	
N0.HOG0013499	OG0012054	n0		CAH0108910.1, CAH0099898.1, CAH0098823.1	XP_045032704.1				
N0.HOG0013500	OG0012055	n0		CAH0098847.1	XP_045026765.1			XP_046640189.1, XP_046640191.1	
N0.HOG0013501	OG0012056	n0		CAH0098888.1		Daphnia13642-RA	XP_046460450.1	XP_046633415.1	
N0.HOG0013502	OG0012057	n0		CAH0098918.1, CAH0102719.1		Daphnia05681-RA, Daphnia09007-RA			
N0.HOG0013503	OG0012058	n0		CAH0098920.1, CAH0102057.1, CAH0104325.1, CAH0100143.1					
N0.HOG0013504	OG0012059	n0		CAH0099166.1		Daphnia07845-RA	XP_046453753.1	XP_046654688.1	
N0.HOG0013505	OG0012060	n0		CAH0099191.1	XP_032795530.2	Daphnia06993-RA			KAI9552933.1
N0.HOG0013506	OG0012061	n0		CAH0099241.1, CAH0099496.1, CAH0113258.1	XP_045028751.1				
N0.HOG0013507	OG0012062	n0		CAH0099248.1, CAH0103545.1, CAH0103546.1, CAH0105846.1					
N0.HOG0013508	OG0012063	n0		CAH0099250.1	XP_045028097.1				KAI9549254.1, KAI9549249.1
N0.HOG0013509	OG0012064	n0		CAH0099261.1, CAH0099258.1		Daphnia13813-RA, Daphnia01873-RA			
N0.HOG0013510	OG0012065	n0		CAH0099331.1		Daphnia06960-RA, Daphnia01382-RA, Daphnia13761-RA			
N0.HOG0013511	OG0012066	n0		CAH0099334.1		Daphnia07914-RB		XP_046657708.1	KAI9552724.1
N0.HOG0013512	OG0012067	n0		CAH0099349.1			XP_046450482.1	XP_046630769.1, XP_046636960.1	
N0.HOG0013513	OG0012068	n0		CAH0099498.1	XP_045026471.1, XP_045022820.1, XP_045035987.1				
N0.HOG0013514	OG0012069	n0		CAH0099566.1		Daphnia07177-RA	XP_046454520.1	XP_046656746.1	
N0.HOG0013515	OG0012070	n0		CAH0099601.1		Daphnia05529-RA	XP_046448922.1	XP_046642378.1	
N0.HOG0013516	OG0012071	n0		CAH0099628.1	XP_032788054.2			XP_046657893.1	KAI9556608.1
N0.HOG0013517	OG0012072	n0		CAH0099707.1	XP_032778314.1, XP_032778315.1				KAI9565703.1
N0.HOG0013518	OG0012073	n0		CAH0103511.1, CAH0099744.1, CAH0112223.1	XP_032798736.2				
N0.HOG0013519	OG0012074	n0		CAH0100213.1, CAH0112351.1, CAH0099824.1, CAH0110719.1					
N0.HOG0013520	OG0012075	n0		CAH0099895.1	XP_045034217.1, XP_045023581.1	Daphnia08387-RA			
N0.HOG0013521	OG0012076	n0		CAH0099901.1		Daphnia05816-RA	XP_046439797.1		KAI9557068.1
N0.HOG0013522	OG0012077	n0		CAH0106894.1, CAH0099902.1		Daphnia02622-RA			KAI9554220.1
N0.HOG0013523	OG0012078	n0		CAH0099916.1			XP_046458790.1	XP_046645212.1	KAI9550228.1
N0.HOG0013524	OG0012079	n0		CAH0100048.1		Daphnia03584-RA	XP_046437461.1	XP_046630709.1	
N0.HOG0013525	OG0012080	n0		CAH0100114.1		Daphnia03638-RA	XP_046437835.1		KAI9555132.1
N0.HOG0013526	OG0012081	n0		CAH0100163.1	XP_032789252.2		XP_046450884.1	XP_046641896.1	
N0.HOG0013527	OG0012082	n0		CAH0100257.1		Daphnia02427-RA	XP_046452158.1	XP_046640199.1	
N0.HOG0013528	OG0012083	n0		CAH0100259.1		Daphnia02428-RA	XP_046452155.1	XP_046651018.1	
N0.HOG0013529	OG0012084	n0		CAH0100339.1		Daphnia02805-RA	XP_046453142.1	XP_046651578.1	
N0.HOG0013530	OG0012085	n0		CAH0100355.1		Daphnia02789-RA	XP_046453192.1	XP_046652027.1	
N0.HOG0013531	OG0012086	n0		CAH0100377.1	XP_032785808.2	Daphnia02570-RA		XP_046652063.1	
N0.HOG0013532	OG0012087	n0		CAH0100415.1		Daphnia02586-RA	XP_046451664.1	XP_046639702.1	
N0.HOG0013533	OG0012088	n0		CAH0100435.1	XP_032787523.1	Daphnia06443-RA			KAI9556907.1
N0.HOG0013534	OG0012089	n0		CAH0100506.1		Daphnia03945-RA	XP_046464106.1	XP_046651747.1	
N0.HOG0013535	OG0012090	n0		CAH0100516.1, CAH0109851.1, CAH0109122.1, CAH0105943.1					
N0.HOG0013536	OG0012091	n0		CAH0100603.1, CAH0105857.1, CAH0104306.1, CAH0103894.1					
N0.HOG0013537	OG0012092	n0		CAH0109635.1, CAH0100610.1, CAH0111024.1				XP_046643707.1	
N0.HOG0013538	OG0012093	n0		CAH0100776.1		Daphnia09736-RA			KAI9560404.1, KAI9560400.1
N0.HOG0013539	OG0012094	n0		CAH0100782.1			XP_046464187.1	XP_046644857.1	KAI9560409.1
N0.HOG0013540	OG0012095	n0		CAH0100827.1	XP_045031209.1	Daphnia06300-RA			KAI9557372.1
N0.HOG0013541	OG0012096	n0		CAH0108161.1, CAH0104437.1, CAH0112203.1, CAH0100856.1					
N0.HOG0013542	OG0012097	n0		CAH0109462.1, CAH0112562.1, CAH0111077.1, CAH0100968.1					
N0.HOG0013543	OG0012098	n0		CAH0101059.1	XP_045027160.1	Daphnia13032-RA			KAI9560749.1
N0.HOG0013544	OG0012099	n0		CAH0101124.1		Daphnia07125-RA	XP_046441874.1	XP_046654721.1	
N0.HOG0013545	OG0012100	n0		CAH0101125.1	XP_045023228.1, XP_045028530.1, XP_045023845.1				
N0.HOG0013546	OG0012101	n0		CAH0102823.1, CAH0113654.1, CAH0101258.1, CAH0101171.1					
N0.HOG0013547	OG0012102	n0		CAH0101175.1, CAH0107805.1, CAH0102825.1, CAH0112494.1					
N0.HOG0013548	OG0012103	n0		CAH0105244.1, CAH0101611.1, CAH0101273.1					KAI9557203.1
N0.HOG0013549	OG0012104	n0		CAH0101376.1		Daphnia12511-RA	XP_046446415.1	XP_046635254.1	
N0.HOG0013550	OG0012105	n0		CAH0101379.1		Daphnia12515-RA	XP_046446417.1	XP_046635065.1	
N0.HOG0013551	OG0012106	n0		CAH0108945.1, CAH0105695.1, CAH0105696.1, CAH0101400.1					
N0.HOG0013552	OG0012107	n0		CAH0101411.1		Daphnia10090-RA, Daphnia12136-RA, Daphnia09062-RA			
N0.HOG0013553	OG0012108	n0		CAH0101424.1				XP_046631820.1, XP_046631821.1	KAI9551718.1
N0.HOG0013554	OG0012109	n0		CAH0101451.1	XP_032792745.1	Daphnia08520-RA			KAI9551652.1
N0.HOG0013555	OG0012110	n0		CAH0101481.1		Daphnia08250-RA	XP_046444958.1	XP_046631418.1	
N0.HOG0013556	OG0012111	n0		CAH0101507.1		Daphnia13824-RA	XP_046444983.1	XP_046631387.1	
N0.HOG0013557	OG0012112	n0		CAH0108876.1, CAH0105067.1, CAH0102029.1, CAH0101528.1					
N0.HOG0013558	OG0012113	n0		CAH0108077.1, CAH0113502.1, CAH0101612.1		Daphnia08372-RA			
N0.HOG0013559	OG0012114	n0		CAH0101690.1			XP_046438491.1	XP_046648504.1, XP_046648552.1	
N0.HOG0013560	OG0012115	n0		CAH0101724.1		Daphnia01140-RA	XP_046459926.1	XP_046647147.1	
N0.HOG0013561	OG0012116	n0		CAH0108503.1, CAH0101745.1, CAH0105190.1, CAH0103416.1					
N0.HOG0013562	OG0012117	n0		CAH0103518.1, CAH0103521.1, CAH0101756.1		Daphnia02011-RA			
N0.HOG0013563	OG0012118	n0		CAH0101863.1			XP_046448381.1	XP_046641521.1, XP_046641374.1	
N0.HOG0013564	OG0012119	n0		CAH0101867.1			XP_046448376.1	XP_046641463.1	KAI9563526.1
N0.HOG0013565	OG0012120	n0		CAH0103532.1, CAH0101910.1			XP_046461086.1	XP_046653106.1	
N0.HOG0013566	OG0012121	n0		CAH0105694.1, CAH0101948.1		Daphnia05050-RA		XP_046641365.1	
N0.HOG0013567	OG0012122	n0		CAH0110713.1, CAH0101995.1	XP_032789755.1				KAI9557151.1
N0.HOG0013568	OG0012123	n0		CAH0102066.1, CAH0102005.1, CAH0111125.1, CAH0104223.1					
N0.HOG0013569	OG0012124	n0		CAH0102006.1		Daphnia09339-RA	XP_046463123.1	XP_046656262.1	
N0.HOG0013570	OG0012125	n0		CAH0108493.1, CAH0102233.1	XP_045025132.1, XP_032779085.2				
N0.HOG0013571	OG0012126	n0		CAH0102270.1		Daphnia12405-RA	XP_046446173.1	XP_046635069.1	
N0.HOG0013572	OG0012127	n0		CAH0102386.1		Daphnia01361-RA	XP_046459525.1	XP_046647418.1	
N0.HOG0013573	OG0012128	n0		CAH0102592.1	XP_032778358.2	Daphnia12460-RA			KAI9565708.1
N0.HOG0013574	OG0012129	n0		CAH0102669.1		Daphnia08666-RA	XP_046444152.1	XP_046632030.1	
N0.HOG0013575	OG0012130	n0		CAH0102678.1		Daphnia08595-RA	XP_046444211.1	XP_046630946.1	
N0.HOG0013576	OG0012131	n0		CAH0102693.1	XP_045035861.1		XP_046453784.1	XP_046654727.1	
N0.HOG0013577	OG0012132	n0		CAH0102700.1				XP_046643179.1, XP_046642379.1, XP_046642471.1	
N0.HOG0013578	OG0012133	n0		CAH0102732.1	XP_045024639.1, XP_032780332.1	Daphnia07719-RA			
N0.HOG0013579	OG0012134	n0		CAH0102748.1, CAH0102749.1, CAH0102745.1, CAH0102742.1					
N0.HOG0013580	OG0012135	n0		CAH0105080.1, CAH0102752.1, CAH0102754.1, CAH0110038.1					
N0.HOG0013581	OG0012136	n0		CAH0102756.1		Daphnia03850-RA	XP_046437826.1	XP_046651840.1	
N0.HOG0013582	OG0012137	n0		CAH0102826.1		Daphnia03553-RA	XP_046464676.1	XP_046633094.1	
N0.HOG0013583	OG0012138	n0		CAH0102886.1		Daphnia01266-RA	XP_046458582.1	XP_046646894.1	
N0.HOG0013584	OG0012139	n0		CAH0102889.1		Daphnia01264-RA	XP_046458595.1	XP_046647263.1	
N0.HOG0013585	OG0012140	n0		CAH0102947.1		Daphnia04510-RA, Daphnia04509-RA		XP_046636983.1	
N0.HOG0013586	OG0012141	n0		CAH0102999.1		Daphnia04732-RA	XP_046450628.1	XP_046637395.1	
N0.HOG0013587	OG0012142	n0		CAH0103073.1	XP_045033332.1			XP_046637017.1	KAI9563217.1
N0.HOG0013588	OG0012143	n0		CAH0103315.1, CAH0111234.1				XP_046641444.1, XP_046641445.1	
N0.HOG0013589	OG0012144	n0		CAH0103334.1		Daphnia05288-RA	XP_046448011.1	XP_046640881.1	
N0.HOG0013590	OG0012145	n0		CAH0103345.1		Daphnia01951-RA	XP_046452815.1	XP_046636331.1	
N0.HOG0013591	OG0012146	n0		CAH0108774.1, CAH0105668.1, CAH0105669.1, CAH0103353.1					
N0.HOG0013592	OG0012147	n0		CAH0103384.1					KAI9550737.1, KAI9550748.1, KAI9559424.1
N0.HOG0013593	OG0012148	n0		CAH0103398.1, CAH0103397.1, CAH0104809.1			XP_046450175.1		
N0.HOG0013594	OG0012149	n0		CAH0103451.1	XP_032790509.2	Daphnia05033-RB			KAI9562670.1
N0.HOG0013595	OG0012150	n0		CAH0103458.1	XP_032790979.2	Daphnia05028-RA			KAI9562678.1
N0.HOG0013596	OG0012151	n0		CAH0105947.1, CAH0103497.1, CAH0109025.1, CAH0103502.1					
N0.HOG0013597	OG0012152	n0		CAH0103573.1	XP_045029850.1, XP_045028499.1				KAI9552177.1
N0.HOG0013598	OG0012153	n0		CAH0103682.1, CAH0106520.1		Daphnia09205-RA		XP_046654414.1	
N0.HOG0013599	OG0012154	n0		CAH0103852.1, CAH0107510.1	XP_032779644.2				KAI9550645.1
N0.HOG0013600	OG0012155	n0		CAH0109784.1, CAH0103905.1	XP_045027967.1, XP_045027968.1				
N0.HOG0013601	OG0012156	n0		CAH0104071.1		Daphnia11178-RB, Daphnia11201-RA, Daphnia11188-RA			
N0.HOG0013602	OG0012157	n0		CAH0104092.1		Daphnia11456-RB	XP_046438507.1	XP_046643497.1	
N0.HOG0013603	OG0012158	n0		CAH0104110.1		Daphnia11404-RA	XP_046439712.1		KAI9564941.1
N0.HOG0013604	OG0012159	n0		CAH0105984.1, CAH0104187.1			XP_046460212.1, XP_046460210.1		
N0.HOG0013605	OG0012160	n0		CAH0104203.1	XP_032781044.2, XP_032781045.2, XP_032781047.2				
N0.HOG0013606	OG0012161	n0		CAH0113596.1, CAH0104273.1			XP_046437695.1	XP_046653723.1	
N0.HOG0013607	OG0012162	n0		CAH0104412.1		Daphnia01558-RA	XP_046457129.1	XP_046645266.1	
N0.HOG0013608	OG0012163	n0		CAH0104452.1		Daphnia09547-RA	XP_046462236.1	XP_046642055.1	
N0.HOG0013609	OG0012164	n0		CAH0107496.1, CAH0104465.1, CAH0107494.1		Daphnia07881-RA			
N0.HOG0013610	OG0012165	n0		CAH0104480.1		Daphnia05273-RA	XP_046448169.1	XP_046641094.1	
N0.HOG0013611	OG0012166	n0		CAH0104556.1	XP_032793538.1	Daphnia09505-RA			KAI9559732.1
N0.HOG0013612	OG0012167	n0		CAH0104634.1, CAH0113255.1, CAH0113256.1, CAH0104636.1					
N0.HOG0013613	OG0012168	n0		CAH0104647.1	XP_045030724.1	Daphnia06345-RA			KAI9557696.1
N0.HOG0013614	OG0012169	n0		CAH0104691.1	XP_032793354.2	Daphnia12892-RA, Daphnia07862-RA			
N0.HOG0013615	OG0012170	n0		CAH0104732.1		Daphnia09084-RA	XP_046443629.1	XP_046632804.1	
N0.HOG0013616	OG0012171	n0		CAH0113787.1, CAH0108941.1, CAH0104759.1	XP_045031814.1				
N0.HOG0013617	OG0012172	n0		CAH0111645.1, CAH0104777.1			XP_046456626.1	XP_046650606.1	
N0.HOG0013618	OG0012173	n0		CAH0108467.1, CAH0105004.1, CAH0109980.1			XP_046463295.1		
N0.HOG0013619	OG0012174	n0		CAH0105048.1		Daphnia11602-RA	XP_046445191.1	XP_046644246.1	
N0.HOG0013620	OG0012175	n0		CAH0109895.1, CAH0109900.1, CAH0110040.1, CAH0105202.1					
N0.HOG0013621	OG0012176	n0		CAH0105216.1		Daphnia09257-RA	XP_046462149.1	XP_046655918.1	
N0.HOG0013622	OG0012177	n0		CAH0105295.1		Daphnia10626-RB	XP_046442568.1		KAI9561970.1
N0.HOG0013623	OG0012178	n0		CAH0105304.1		Daphnia10576-RB	XP_046441844.1	XP_046647813.1	
N0.HOG0013624	OG0012179	n0		CAH0107478.1, CAH0105379.1, CAH0107529.1, CAH0105732.1					
N0.HOG0013625	OG0012180	n0		CAH0105383.1		Daphnia03065-RA	XP_046436768.1	XP_046650556.1	
N0.HOG0013626	OG0012181	n0		CAH0105403.1		Daphnia03218-RA	XP_046437061.1	XP_046652662.1	
N0.HOG0013627	OG0012182	n0		CAH0105428.1		Daphnia04914-RB	XP_046447796.1	XP_046636653.1	
N0.HOG0013628	OG0012183	n0		CAH0105464.1			XP_046443534.1, XP_046443535.1	XP_046633003.1	
N0.HOG0013629	OG0012184	n0		CAH0105470.1	XP_032792681.2	Daphnia08041-RA			KAI9552398.1
N0.HOG0013630	OG0012185	n0		CAH0105724.1		Daphnia00545-RA	XP_046457380.1	XP_046638041.1	
N0.HOG0013631	OG0012186	n0		CAH0112646.1, CAH0105862.1		Daphnia11955-RA	XP_046448066.1		
N0.HOG0013632	OG0012187	n0		CAH0105958.1		Daphnia09055-RA	XP_046443683.1	XP_046632978.1	
N0.HOG0013633	OG0012188	n0		CAH0106065.1	XP_032795866.1	Daphnia07946-RB			KAI9550016.1
N0.HOG0013634	OG0012189	n0		CAH0106240.1		Daphnia11141-RA	XP_046453697.1	XP_046649258.1	
N0.HOG0013635	OG0012190	n0		CAH0106243.1		Daphnia11477-RB	XP_046438239.1	XP_046650353.1	
N0.HOG0013636	OG0012191	n0		CAH0106251.1			XP_046462790.1	XP_046650362.1, XP_046650361.1	
N0.HOG0013637	OG0012192	n0		CAH0106269.1		Daphnia11496-RA	XP_046459470.1	XP_046650487.1	
N0.HOG0013638	OG0012193	n0		CAH0109105.1, CAH0113536.1, CAH0106370.1, CAH0109000.1					
N0.HOG0013639	OG0012194	n0		CAH0106484.1, CAH0106463.1			XP_046456336.1	XP_046645553.1	
N0.HOG0013640	OG0012195	n0		CAH0106574.1	XP_032792349.2	Daphnia08223-RA			KAI9551919.1
N0.HOG0013641	OG0012196	n0		CAH0106575.1	XP_045034047.1	Daphnia08224-RA			KAI9551918.1
N0.HOG0013642	OG0012197	n0		CAH0106640.1		Daphnia08878-RA	XP_046444115.1	XP_046658129.1	
N0.HOG0013643	OG0012198	n0		CAH0106648.1		Daphnia08867-RA	XP_046443480.1	XP_046657986.1	
N0.HOG0013644	OG0012199	n0		CAH0106753.1		Daphnia01016-RA	XP_046457745.1	XP_046648145.1	
N0.HOG0013645	OG0012200	n0		CAH0106754.1		Daphnia01015-RA	XP_046457744.1	XP_046645160.1	
N0.HOG0013646	OG0012201	n0		CAH0106760.1		Daphnia01010-RA	XP_046457731.1	XP_046648277.1	
N0.HOG0013647	OG0012202	n0		CAH0106784.1, CAH0106783.1		Daphnia08890-RA, Daphnia08891-RA			
N0.HOG0013648	OG0012203	n0		CAH0106817.1		Daphnia00941-RA	XP_046457613.1	XP_046648296.1	
N0.HOG0013649	OG0012204	n0		CAH0106829.1		Daphnia05456-RA	XP_046448829.1	XP_046640935.1	
N0.HOG0013650	OG0012205	n0		CAH0106861.1		Daphnia00900-RA	XP_046457532.1	XP_046648226.1	
N0.HOG0013651	OG0012206	n0		CAH0113092.1, CAH0106871.1, CAH0106872.1	XP_032787479.2				
N0.HOG0013652	OG0012207	n0		CAH0106874.1		Daphnia00888-RA	XP_046457561.1	XP_046648454.1	
N0.HOG0013653	OG0012208	n0		CAH0106886.1		Daphnia09430-RA	XP_046463278.1	XP_046631513.1	
N0.HOG0013654	OG0012209	n0		CAH0112064.1, CAH0112040.1, CAH0106965.1	XP_045022903.1				
N0.HOG0013655	OG0012210	n0		CAH0106997.1		Daphnia11539-RA	XP_046450793.1	XP_046644046.1	
N0.HOG0013656	OG0012211	n0		CAH0107007.1			XP_046450378.1	XP_046644189.1, XP_046644187.1	
N0.HOG0013657	OG0012212	n0		CAH0110359.1, CAH0107041.1, CAH0107688.1, CAH0108810.1					
N0.HOG0013658	OG0012213	n0		CAH0107081.1, CAH0113011.1				XP_046642463.1, XP_046641594.1	
N0.HOG0013659	OG0012214	n0		CAH0107153.1	XP_032786114.1		XP_046452516.1		KAI9554655.1
N0.HOG0013660	OG0012215	n0		CAH0107163.1		Daphnia02931-RA	XP_046451508.1	XP_046651646.1	
N0.HOG0013661	OG0012216	n0		CAH0107191.1		Daphnia02877-RA	XP_046453422.1, XP_046453420.1		
